MATABELELAND NORTH PROVINCE : 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,POLLING STATION CODE,Busha Joseph Makamba FreeZim Congress,"Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,,,,,,,,,,,BINGA NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,4 POLLING STATIONS,WARD TOTAL,7,281,8,4,1,9,1,221,4,2,1,2,1,1,634,5,1,5,10,3,1,2,6,50,0,1260,1210
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,18,Fanison Clinic,5300NKY1801,0,91,3,0,1,1,1,31,1,0,0,0,0,0,66,5,0,0,1,0,2,0,3,8,0,214,206
Nkayi,Nkayi North,Nkayi RDC,18,Mkalandoda Primary School,5300NKY1802,1,125,4,0,1,2,1,14,0,0,1,0,1,1,35,1,0,2,0,0,2,1,1,3,0,196,193
Nkayi,Nkayi North,Nkayi RDC,18,Nkuba Primary School,5300NKY1803,1,141,1,0,0,3,0,40,0,1,0,0,0,1,136,2,0,2,1,0,0,0,0,8,0,337,329
Nkayi,Nkayi North,Nkayi RDC,18,Sivomo Secondary School,5300NKY1804,0,42,1,0,0,0,0,39,0,0,0,0,0,0,81,1,0,0,0,0,2,1,0,2,0,169,167
,,,,4 POLLING STATIONS,WARD TOTAL,2,399,9,0,2,6,2,124,1,1,1,0,1,2,318,9,0,4,2,0,6,2,4,21,0,916,895
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi North,Nkayi RDC,26,Dobhani Business Centre Tent,5300NKY2601,2,39,1,0,0,1,0,31,1,1,0,0,1,0,234,0,0,1,1,1,0,0,0,5,0,319,314
Nkayi,Nkayi North,Nkayi RDC,26,Mdengelele Primary School,5300NKY2602,1,79,3,0,0,2,2,264,2,0,2,0,3,2,228,1,0,1,9,2,1,4,2,24,0,632,608
Nkayi,Nkayi North,Nkayi RDC,26,Somathetshane Dam Tent,5300NKY2603,0,31,1,0,0,0,0,18,0,0,1,0,1,0,91,0,0,0,3,2,1,0,1,8,0,158,150
,,,,3 POLLING STATIONS,WARD TOTAL,3,149,5,0,0,3,2,313,3,1,3,0,5,2,553,1,0,2,13,5,2,4,3,37,0,1109,1072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NKAYI NORTH CONSTITUENCY TOTAL,,82,3989,105,22,19,85,32,3302,21,32,16,10,36,37,8955,72,7,38,154,33,43,40,55,499,0,17684,17185
,,,,,,,,,,,,,,NKAYI SOUTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,13,Mthoniselwa Primary School,5300NKY1301,3,36,3,1,1,4,0,90,0,1,1,1,1,1,157,2,0,0,2,1,0,1,0,11,0,317,306
Nkayi,Nkayi South,Nkayi RDC,13,Singwangombe Primary School,5300NKY1302,3,76,3,1,1,0,1,47,0,0,1,0,2,1,176,1,0,0,1,2,1,0,1,6,0,324,318
,,,,2 POLLING STATIONS,WARD TOTAL,6,112,6,2,2,4,1,137,0,1,2,1,3,2,333,3,0,0,3,3,1,1,1,17,0,641,624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,14,Bhodabhoda Primary School,5300NKY1401,2,29,2,0,1,2,1,7,0,0,0,0,1,0,162,0,1,0,2,0,0,0,0,27,0,237,210
Nkayi,Nkayi South,Nkayi RDC,14,Gampakalala Primary School,5300NKY1402,1,72,0,0,0,2,4,34,0,1,2,1,3,1,117,1,0,2,0,2,1,1,1,12,0,258,246
Nkayi,Nkayi South,Nkayi RDC,14,Maphahla Business Centre Tent,5300NKY1403,1,57,3,1,0,0,0,16,0,1,0,0,1,0,102,1,1,0,1,0,0,0,0,11,0,196,185
Nkayi,Nkayi South,Nkayi RDC,14,Mbuma Mission Tent,5300NKY1404,0,235,6,0,0,1,2,13,1,1,0,0,0,0,110,4,2,1,0,0,0,1,1,3,0,381,378
Nkayi,Nkayi South,Nkayi RDC,14,Simbo Primary School,5300NKY1405,3,211,6,2,1,4,6,72,3,2,0,1,5,0,266,3,3,6,2,2,5,3,1,25,0,632,607
,,,,5 POLLING STATIONS,WARD TOTAL,7,604,17,3,2,9,13,142,4,5,2,2,10,1,757,9,7,9,5,4,6,5,3,78,0,1704,1626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,15,Malinga Primary School,5300NKY1501,0,23,0,0,0,1,0,34,1,0,0,0,0,1,160,0,0,0,1,1,0,0,0,7,0,229,222
Nkayi,Nkayi South,Nkayi RDC,15,Sagonda Primary School,5300NKY1502,1,96,1,1,1,0,0,95,1,0,0,0,0,1,138,2,0,0,8,1,2,1,2,27,0,378,351
Nkayi,Nkayi South,Nkayi RDC,15,Sikobokobo Hall,5300NKY1503,0,14,0,0,1,2,0,38,0,0,0,1,0,0,20,0,0,0,1,0,0,1,1,1,0,80,79
Nkayi,Nkayi South,Nkayi RDC,15,Skopo Primary School,5300NKY1504,4,65,1,0,0,2,1,61,0,0,0,0,0,0,112,3,1,1,0,1,1,1,0,6,0,260,254
,,,,4 POLLING STATIONS,WARD TOTAL,5,198,2,1,2,5,1,228,2,0,0,1,0,2,430,5,1,1,10,3,3,3,3,41,0,947,906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,16,Dakamela Primary School,5300NKY1601,4,209,3,3,1,3,0,31,0,2,2,0,0,1,114,5,0,1,2,1,3,1,1,11,0,398,387
Nkayi,Nkayi South,Nkayi RDC,16,Dakamela Secondary School,5300NKY1602,2,125,3,1,2,1,11,35,2,2,1,0,1,1,97,3,0,1,0,0,0,1,2,6,0,297,291
Nkayi,Nkayi South,Nkayi RDC,16,Dolahali Primary School,5300NKY1603,2,71,0,2,0,0,1,58,0,1,0,0,1,0,57,3,0,1,0,2,1,0,2,8,0,210,202
Nkayi,Nkayi South,Nkayi RDC,16,Komayanga Primary School,5300NKY1604,3,74,2,0,0,0,2,176,0,0,1,0,0,1,95,3,1,0,3,0,1,0,0,17,0,379,362
,,,,4 POLLING STATIONS,WARD TOTAL,11,479,8,6,3,4,14,300,2,5,4,0,2,3,363,14,1,3,5,3,5,2,5,42,0,1284,1242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,17,Mfanyana SDA Church,5300NKY1701,1,44,1,1,0,0,0,41,0,0,0,0,2,1,45,0,0,0,0,1,0,0,0,3,0,140,137
Nkayi,Nkayi South,Nkayi RDC,17,Sesemba Clinic Tent,5300NKY1702,2,18,0,0,0,0,0,55,0,0,0,0,0,0,118,0,0,0,1,0,0,1,0,9,0,204,195
Nkayi,Nkayi South,Nkayi RDC,17,Sesemba Primary School,5300NKY1703,3,73,5,1,0,9,8,86,0,1,1,0,2,0,336,2,1,0,3,2,1,1,2,21,0,558,537
Nkayi,Nkayi South,Nkayi RDC,17,Tohwe Secondary School,5300NKY1704,2,100,0,0,2,0,1,50,0,0,0,0,0,0,81,0,1,2,3,0,0,1,0,3,0,246,243
,,,,4 POLLING STATIONS,WARD TOTAL,8,235,6,2,2,9,9,232,0,1,1,0,4,1,580,2,2,2,7,3,1,3,2,36,0,1148,1112
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,19,Mathetshaneni Primary School,5300NKY1901,4,161,5,1,3,2,3,109,0,1,2,1,1,1,175,2,0,2,3,1,1,0,2,12,0,492,480
Nkayi,Nkayi South,Nkayi RDC,19,Mdlawuzweni Primary School,5300NKY1902,3,77,1,0,0,2,0,13,1,0,0,0,1,0,121,0,0,0,2,1,1,0,0,9,0,232,223
Nkayi,Nkayi South,Nkayi RDC,19,Nkayi Primary School,5300NKY1903,2,207,3,2,1,2,5,43,1,1,0,0,2,1,176,5,0,4,2,1,4,0,0,14,0,476,462
,,,,3 POLLING STATIONS,WARD TOTAL,9,445,9,3,4,6,8,165,2,2,2,1,4,2,472,7,0,6,7,3,6,0,2,35,0,1200,1165
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,20,Duhamzondo Primary School,5300NKY2001,0,104,1,0,0,0,0,16,0,0,0,0,0,0,81,0,0,0,3,1,1,1,0,4,0,212,208
Nkayi,Nkayi South,Nkayi RDC,20,Guqeni Pre-School Tent,5300NKY2002,6,173,3,0,0,8,1,29,1,0,1,1,0,0,143,3,0,0,1,1,3,0,2,9,0,385,376
Nkayi,Nkayi South,Nkayi RDC,20,Matshuzula Business Centre Tent,5300NKY2003,5,138,2,1,1,5,3,75,0,0,0,0,4,1,152,2,1,2,1,1,1,1,3,34,0,433,399
Nkayi,Nkayi South,Nkayi RDC,20,Zinyangeni Primary School,5300NKY2004,2,145,3,1,0,3,0,27,0,1,0,0,1,1,68,2,1,0,3,1,2,0,0,7,0,268,261
,,,,4 POLLING STATIONS,WARD TOTAL,13,560,9,2,1,16,4,147,1,1,1,1,5,2,444,7,2,2,8,4,7,2,5,54,0,1298,1244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,21,Guwe Primary School,5300NKY2101,5,337,4,0,1,4,1,106,1,4,1,0,1,0,176,5,0,7,8,2,3,3,1,41,0,711,670
Nkayi,Nkayi South,Nkayi RDC,21,Gwitshi Business Centre Tent,5300NKY2103,2,67,4,1,2,0,0,42,0,0,0,1,2,0,181,0,0,1,0,1,1,1,0,4,0,310,306
Nkayi,Nkayi South,Nkayi RDC,21,Gwitshi Primary School,5300NKY2104,1,121,2,0,1,4,2,86,0,0,1,0,0,0,164,2,1,1,2,1,1,1,1,15,0,407,392
,,,,3 POLLING STATIONS,WARD TOTAL,8,525,10,1,4,8,3,234,1,4,2,1,3,0,521,7,1,9,10,4,5,5,2,60,0,1428,1368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,22,Hompane Primary School,5300NKY2201,3,127,7,0,0,0,0,21,0,1,0,1,1,1,95,5,1,0,1,0,0,2,0,17,0,283,266
Nkayi,Nkayi South,Nkayi RDC,22,Hompane Secondary School,5300NKY2202,1,95,1,1,0,1,0,10,0,0,0,0,1,0,51,2,0,2,3,0,0,0,0,6,0,174,168
Nkayi,Nkayi South,Nkayi RDC,22,Katasa Primary School,5300NKY2203,1,140,3,1,1,1,1,33,0,0,1,1,0,1,61,0,0,0,0,0,0,1,0,4,0,250,246
Nkayi,Nkayi South,Nkayi RDC,22,Mpumelelo Secondary School A,5300NKY2204 A,2,204,3,2,0,3,2,19,1,1,1,2,2,0,132,1,0,2,3,0,0,1,2,13,0,396,383
Nkayi,Nkayi South,Nkayi RDC,22,Mpumelelo Secondary School B,5300NKY2204 B,8,194,7,1,0,1,2,34,2,1,3,1,1,2,120,5,1,1,1,0,0,3,1,23,0,412,389
Nkayi,Nkayi South,Nkayi RDC,22,Mtshatshane Primary School,5300NKY2205,11,130,6,1,1,4,2,23,0,1,1,0,1,4,204,3,0,2,4,2,4,4,4,26,0,438,412
,,,,6 POLLING STATIONS,WARD TOTAL,26,890,27,6,2,10,7,140,3,4,6,5,6,8,663,16,2,7,12,2,4,11,7,89,0,1953,1864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,23,Bhubhu Primary School,5300NKY2301,1,71,6,1,2,1,0,60,0,1,1,0,1,1,78,2,0,2,1,1,1,0,2,16,0,249,233
Nkayi,Nkayi South,Nkayi RDC,23,Fudu Primary School,5300NKY2302,5,57,0,1,1,2,0,48,0,0,0,0,2,1,203,5,0,1,5,1,1,1,3,8,0,345,337
Nkayi,Nkayi South,Nkayi RDC,23,Mabayi Primary School,5300NKY2303,3,85,7,1,0,3,1,38,1,0,1,0,0,0,225,3,1,2,1,0,3,2,0,6,0,383,377
Nkayi,Nkayi South,Nkayi RDC,23,Tunke Primary School,5300NKY2304,5,105,0,1,0,0,1,52,0,2,0,0,0,0,59,1,0,1,0,0,0,0,0,11,0,238,227
,,,,4 POLLING STATIONS,WARD TOTAL,14,318,13,4,3,6,2,198,1,3,2,0,3,2,565,11,1,6,7,2,5,3,5,41,0,1215,1174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,24,Lutsha Primary School,5300NKY2401,9,212,13,5,3,2,2,104,0,2,0,0,3,5,274,7,2,1,6,2,3,1,4,28,0,688,660
Nkayi,Nkayi South,Nkayi RDC,24,Majaha Primary School,5300NKY2402,4,111,6,0,0,2,1,11,1,0,0,2,0,0,83,4,1,4,3,1,5,0,1,9,0,249,240
Nkayi,Nkayi South,Nkayi RDC,24,Mpakama Primary School,5300NKY2403,3,91,0,0,0,2,1,14,0,0,0,0,0,0,36,4,1,0,1,0,2,1,1,6,0,163,157
Nkayi,Nkayi South,Nkayi RDC,24,Petani Primary School,5300NKY2404,1,149,1,0,0,0,0,6,0,1,0,0,0,1,52,5,1,1,1,0,0,2,1,7,0,229,222
Nkayi,Nkayi South,Nkayi RDC,24,Zwelabo Secondary School,5300NKY2405,1,103,0,1,0,0,1,4,1,0,0,0,0,0,22,2,2,3,0,0,0,2,0,4,0,146,142
,,,,5 POLLING STATIONS,WARD TOTAL,18,666,20,6,3,6,5,139,2,3,0,2,3,6,467,22,7,9,11,3,10,6,7,54,0,1475,1421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,25,Dlawa Primary School,5300NKY2501,2,78,3,0,0,1,0,21,0,0,0,1,2,1,154,1,1,2,1,0,2,0,1,6,0,277,271
Nkayi,Nkayi South,Nkayi RDC,25,Magazi Primary School,5300NKY2502,2,101,4,1,0,1,3,120,0,1,1,0,1,0,98,2,0,0,4,0,0,0,4,10,0,353,343
Nkayi,Nkayi South,Nkayi RDC,25,Singeni Primary School,5300NKY2503,2,66,2,1,1,1,1,52,0,2,0,0,0,2,132,1,1,0,1,0,1,1,0,9,0,276,267
Nkayi,Nkayi South,Nkayi RDC,25,Vova Business Centre Tent,5300NKY2504,3,132,3,2,1,3,0,35,0,1,0,0,0,2,125,0,1,0,3,3,1,2,1,3,0,321,318
,,,,4 POLLING STATIONS,WARD TOTAL,9,377,12,4,2,6,4,228,0,4,1,1,3,5,509,4,3,2,9,3,4,3,6,28,0,1227,1199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,27,Mjena Primary School,5300NKY2701,1,169,0,1,0,1,0,106,1,0,2,0,3,0,120,2,1,2,6,0,1,0,1,8,0,425,417
Nkayi,Nkayi South,Nkayi RDC,27,Mkalathi Primary School,5300NKY2702,3,170,0,3,1,1,0,65,0,0,0,0,0,0,36,1,0,0,0,0,1,2,1,9,0,293,284
Nkayi,Nkayi South,Nkayi RDC,27,Sikuruwa Business Centre Tent,5300NKY2703,1,56,2,0,0,0,1,24,0,0,1,0,0,0,73,1,0,0,0,1,0,2,1,3,0,166,163
,,,,3 POLLING STATIONS,WARD TOTAL,5,395,2,4,1,2,1,195,1,0,3,0,3,0,229,4,1,2,6,1,2,4,3,20,0,884,864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,28,Gonye Primary School,5300NKY2801,3,66,2,0,1,0,0,110,0,0,0,0,1,0,174,0,0,2,5,0,1,0,1,14,0,380,366
Nkayi,Nkayi South,Nkayi RDC,28,Manomano Primary School,5300NKY2802,2,78,5,3,2,1,0,133,0,0,0,1,4,1,79,0,1,0,2,0,0,0,0,13,0,325,312
,,,,2 POLLING STATIONS,WARD TOTAL,5,144,7,3,3,1,0,243,0,0,0,1,5,1,253,0,1,2,7,0,1,0,1,27,0,705,678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,29,Dimpamiwa Primary School,5300NKY2901,4,159,2,0,0,2,0,43,0,0,1,0,0,2,65,4,0,0,1,0,0,0,1,8,0,292,284
Nkayi,Nkayi South,Nkayi RDC,29,Hlangabeza High School,5300NKY2902,0,126,1,0,1,1,0,8,1,0,0,0,0,1,37,3,0,0,0,2,0,0,1,6,0,188,182
Nkayi,Nkayi South,Nkayi RDC,29,Mathendele Primary School,5300NKY2903,2,142,1,0,0,3,0,12,0,0,0,0,0,0,78,1,1,1,1,0,2,1,1,7,0,253,246
Nkayi,Nkayi South,Nkayi RDC,29,Nkayi High School,5300NKY2904,1,177,0,0,3,1,0,3,1,0,0,0,0,0,71,4,0,0,1,0,1,0,0,9,0,272,263
Nkayi,Nkayi South,Nkayi RDC,29,Qhubuthando Pre-School A,5300NKY2905 A,2,308,4,0,1,1,1,17,0,0,0,0,0,0,135,3,0,1,1,0,1,1,0,12,0,488,476
Nkayi,Nkayi South,Nkayi RDC,29,Qhubuthando Pre-School B,5300NKY2905 B,1,290,3,1,0,0,1,16,1,0,0,0,0,0,142,2,0,0,1,0,1,0,0,3,0,462,459
,,,,6 POLLING STATIONS,WARD TOTAL,10,1202,11,1,5,8,2,99,3,0,1,0,0,3,528,17,1,2,5,2,5,2,3,45,0,1955,1910
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nkayi,Nkayi South,Nkayi RDC,30,Dolankombe Primary School,5300NKY3001,1,30,0,0,0,0,0,21,0,0,0,0,0,0,24,0,0,1,0,1,1,2,0,2,0,83,81
Nkayi,Nkayi South,Nkayi RDC,30,St. Thomas Primary School,5300NKY3002,2,84,2,0,0,1,0,34,0,1,0,0,0,1,109,1,0,1,0,0,2,0,1,18,0,257,239
Nkayi,Nkayi South,Nkayi RDC,30,Tshanke Primary School,5300NKY3003,5,125,2,0,2,2,0,56,1,1,0,1,3,2,224,4,0,4,6,0,0,1,0,14,0,453,439
,,,,3 POLLING STATIONS,WARD TOTAL,8,239,4,0,2,3,0,111,1,2,0,1,3,3,357,5,0,6,6,1,3,3,1,34,0,793,759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NKAYI SOUTH CONSTITUENCY TOTAL,,162,7389,163,48,41,103,74,2938,23,35,27,17,57,41,7471,133,30,68,118,41,68,53,56,701,0,19857,19156
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,TSHOLOTSHO NORTH CONSTITUENCY,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,Dzimidza Hall,7300TSH0101,0,34,0,1,2,0,0,1,0,0,0,0,1,0,38,0,0,0,0,0,0,1,0,2,0,80,78
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,Sakhile Tent,7300TSH0102,0,25,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,39,39
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,Samahuru Primary School,7300TSH0103,2,118,0,1,0,1,1,7,0,0,0,1,1,0,106,3,0,4,4,0,1,0,0,4,0,254,250
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,Sihazela Primary School,7300TSH0104,0,92,0,0,0,1,0,2,0,0,1,0,0,0,40,0,0,1,0,0,0,0,0,1,0,138,137
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,Sikhobo Primary School,7300TSH0105,3,26,2,0,0,0,0,11,0,0,0,0,0,0,90,0,0,0,1,0,0,0,0,5,0,138,133
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,St Joseph's Primary School,7300TSH0106,0,60,0,0,0,0,0,4,0,0,0,0,0,0,32,1,0,1,0,0,0,0,0,4,0,102,98
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,St Mary's Primary School,7300TSH0107,1,80,1,0,0,0,0,0,0,0,0,0,1,0,35,0,0,1,0,0,0,0,1,2,0,122,120
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,St Wilfred's Primary School,7300TSH0108,1,47,1,0,0,0,0,7,0,0,0,0,0,0,37,1,0,1,1,0,0,0,0,1,0,97,96
Tsholotsho,Tsholotsho North,Tsholotsho RDC,1,Zimwatuga Primary School,7300TSH0109,0,74,1,0,0,1,1,1,1,0,0,0,0,0,52,0,1,1,0,1,0,0,0,3,0,137,134
,,,,9 POLLING STATIONS,WARD TOTAL,7,556,5,2,2,3,2,33,1,0,1,1,3,0,444,5,1,9,6,1,1,1,1,22,0,1107,1085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,2,Bayane Primary School,7300TSH0201,0,68,0,0,0,0,0,1,0,0,0,0,0,0,48,1,0,0,0,2,1,1,1,0,0,123,123
Tsholotsho,Tsholotsho North,Tsholotsho RDC,2,Bemba Primary School,7300TSH0202,0,55,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,0,71,71
Tsholotsho,Tsholotsho North,Tsholotsho RDC,2,Gombalume Primary School,7300TSH0203,0,121,3,0,0,1,0,2,0,0,0,0,1,0,133,1,0,0,1,0,0,0,0,0,0,263,263
Tsholotsho,Tsholotsho North,Tsholotsho RDC,2,Mabhanda Primary School,7300TSH0204,1,129,1,0,1,0,1,1,1,0,0,0,0,1,84,2,0,1,2,1,0,2,0,3,0,231,228
Tsholotsho,Tsholotsho North,Tsholotsho RDC,2,Manguta Tent,7300TSH0205,1,40,2,0,0,0,0,0,0,1,0,1,0,1,29,1,0,0,1,0,0,0,1,2,0,80,78
Tsholotsho,Tsholotsho North,Tsholotsho RDC,2,Mapengula Tent,7300TSH0206,0,86,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,140,140
Tsholotsho,Tsholotsho North,Tsholotsho RDC,2,Mbuhulu Primary School,7300TSH0207,4,172,2,0,1,0,0,6,0,0,0,1,0,1,135,1,0,2,2,1,0,3,1,5,0,337,332
,,,,7 POLLING STATIONS,WARD TOTAL,6,671,8,0,2,2,1,10,1,1,0,2,1,3,495,7,0,3,7,4,1,6,4,10,0,1245,1235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Kapane Primary School,7300TSH0301,2,115,0,0,0,1,0,8,0,0,0,0,0,0,101,1,0,0,1,0,1,0,0,1,0,231,230
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Manjelengwa Business Centre Tent,7300TSH0302,3,76,1,0,0,0,0,5,0,0,0,0,0,0,71,0,0,0,1,0,0,0,0,2,0,159,157
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Mazwi Tent,7300TSH0303,2,37,0,0,0,3,0,4,0,0,0,0,0,1,109,0,0,2,2,0,0,1,1,2,0,164,162
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Mlevu Primary School,7300TSH0304,4,115,1,0,2,3,0,24,0,0,0,0,0,0,112,0,0,2,1,0,1,1,1,3,0,270,267
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Mtshayeli Primary School,7300TSH0305,1,98,0,0,0,0,0,5,0,1,0,0,0,0,137,2,0,0,2,0,1,1,1,4,0,253,249
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Ngamo Primary School,7300TSH0306,2,153,3,0,0,2,1,7,0,0,1,0,0,0,128,0,0,0,2,0,0,1,0,7,0,307,300
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Siwela Tent,7300TSH0307,0,37,0,0,0,1,1,6,0,0,0,0,0,0,54,0,0,0,1,0,2,0,0,6,0,108,102
Tsholotsho,Tsholotsho North,Tsholotsho RDC,3,Ziga Primary School,7300TSH0308,0,51,1,0,0,0,1,2,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,123,123
,,,,8 POLLING STATIONS,WARD TOTAL,14,682,6,0,2,10,3,61,0,1,1,0,0,1,780,3,0,4,10,0,5,4,3,25,0,1615,1590
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,4,Dibutibu Primary School,7300TSH0401,2,87,5,0,1,2,1,33,0,1,0,0,1,0,179,1,2,0,0,0,2,1,0,9,0,327,318
Tsholotsho,Tsholotsho North,Tsholotsho RDC,4,Malila Line Tent,7300TSH0402,0,51,1,0,0,0,0,3,0,0,1,0,0,0,50,0,0,1,1,0,0,1,0,2,0,111,109
Tsholotsho,Tsholotsho North,Tsholotsho RDC,4,Mpinjwana Line Tent,7300TSH0403,0,38,2,0,0,0,0,11,0,0,0,0,1,0,108,1,0,1,0,0,0,2,0,1,0,165,164
Tsholotsho,Tsholotsho North,Tsholotsho RDC,4,Siphongweni Primary School,7300TSH0404,3,89,0,0,0,0,1,9,0,0,0,0,0,0,187,1,0,0,3,1,0,0,0,4,0,298,294
,,,,4 POLLING STATIONS,WARD TOTAL,5,265,8,0,1,2,2,56,0,1,1,0,2,0,524,3,2,2,4,1,2,4,0,16,0,901,885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsholotsho,Tsholotsho North,Tsholotsho RDC,5,Gwai Primary School,7300TSH0502,2,159,2,0,0,0,0,1,0,0,1,0,1,0,74,2,0,2,4,0,1,0,0,5,0,254,249
Tsholotsho,Tsholotsho North,Tsholotsho RDC,5,Jakalasi Primary School,7300TSH0503,2,64,0,1,0,1,1,9,0,1,0,0,1,0,133,3,0,0,2,0,0,0,1,5,0,224,219
Tsholotsho,Tsholotsho North,Tsholotsho RDC,5,Mcetshwa Primary School,7300TSH0504,1,157,2,1,4,0,3,12,0,0,0,0,0,0,184,2,0,3,4,1,1,14,1,2,0,392,390
Tsholotsho,Tsholotsho North,Tsholotsho RDC,5,Mpindo Primary School,7300TSH0505,1,90,3,0,0,0,0,2,0,0,1,0,1,0,57,0,0,0,0,0,0,0,0,0,0,155,155
Tsholotsho,Tsholotsho North,Tsholotsho RDC,5,Sipepa Primary School,7300TSH0506,0,185,0,0,1,1,0,15,0,0,1,1,0,0,183,0,1,0,17,0,0,2,0,6,0,413,407
